the								0.05834105040349252258
.								0.05172641883847069882
,								0.03251091414208228531
and								0.02858623274683600238
a								0.02476077082506504545
to								0.02304096661815936697
was								0.02013052872954976258
i								0.01880760241654539852
in								0.01387970190060413590
we								0.01230321471094060135
of								0.01153150769502138753
hotel								0.01138819067777924708
for								0.01131101997618732570
room								0.01023063015390042810
it								0.00981170348811571252
is								0.00922741103320545014
at								0.00821316752656876987
that								0.00765092384354191472
on								0.00705560700268995002
not								0.00676897296820567086
with								0.00661463156502182809
this								0.00654848524937160989
were								0.00637209507430436164
had								0.00594214402257794202
my								0.00586497332098602150
!								0.00573268068968558423
</start>								0.00564448560215196054
</end>								0.00564448560215196054
they								0.00539092472549279004
but								0.00532477840984257184
very								0.00525863209419235363
our								0.00510429069100851087
you								0.00489482735811615308
have								0.00480663227058252852
stay								0.00447590069233143751
from								0.00402390086872161240
there								0.00393570578118798784
great								0.00388058385147947238
)								0.00386955946553776964
n't								0.00370419367641222370
chicago								0.00360497420293689639
would								0.00359394981699519321
(								0.00356087665917008411
are								0.00341755964192794453
as								0.00336243771221942950
so								0.00308682806367685308
all								0.00306477929179344716
when								0.00300965736208493170
be								0.00297658420425982260
staff								0.00295453543237641668
no								0.00283326718701768301
service								0.00280019402919257391
did								0.00272302332760065253
me								0.00271199894165894979
stayed								0.00255765753847510702
one								0.00251355999470829474
an								0.00245843806499977972
location								0.00239229174934956108
-								0.00237024297746615516
us								0.00235921859152445198
's								0.00235921859152445198
...								0.00233716981964104606
$								0.00230409666181593696
rooms								0.00221590157428231240
if								0.00220487718834060922
night								0.00219385280239890647
out								0.00216077964457379737
just								0.00210565771486528192
up								0.00200643824138995461
about								0.00198438946950654869
get								0.00198438946950654869
nice								0.00196234069762314233
could								0.00195131631168143937
which								0.00194029192573973619
bed								0.00190721876791462709
''								0.00187414561008951799
``								0.00186312122414781503
do								0.00179697490849759661
or								0.00179697490849759661
here								0.00178595052255589365
again								0.00177492613661419068
good								0.00177492613661419068
only								0.00176390175067248751
by								0.00176390175067248751
desk								0.00175287736473078454
will								0.00164263350531375406
even								0.00164263350531375406
time								0.00163160911937205088
like								0.00158751157560523882
also								0.00157648718966353564
floor								0.00151034087401331744
other								0.00144419455836309924
after								0.00144419455836309924
bathroom								0.00142214578647969310
clean								0.00142214578647969310
two								0.00141112140053799013
back								0.00141112140053799013
some								0.00140009701459628696
front								0.00137804824271288082
has								0.00137804824271288082
lobby								0.00135599947082947489
got								0.00134497508488777172
what								0.00133395069894606875
day								0.00127882876923755351
comfortable								0.00124575561141244441
been								0.00123473122547074123
:								0.00122370683952903827
small								0.00122370683952903827
really								0.00121268245358733509
go								0.00121268245358733509
their								0.00121268245358733509
never								0.00120165806764563213
can								0.00120165806764563213
first								0.00120165806764563213
next								0.00117960929576222599
hotels								0.00117960929576222599
more								0.00115756052387881985
2								0.00114653613793711689
view								0.00113551175199541393
?								0.00113551175199541393
well								0.00113551175199541393
friendly								0.00113551175199541393
because								0.00112448736605371075
your								0.00111346298011200779
than								0.00109141420822860165
breakfast								0.00108038982228689869
called								0.00108038982228689869
helpful								0.00104731666446178959
down								0.00102526789257838345
better								0.00100321912069497731
bar								0.00100321912069497731
place								0.00099219473475327434
free								0.00098117034881157117
booked								0.00094809719098646206
made								0.00094809719098646206
much								0.00093707280504475899
he								0.00092604841910305592
--								0.00091502403316135296
michigan								0.00090399964721964989
check								0.00089297526127794682
nights								0.00088195087533624375
price								0.00087092648939454068
people								0.00087092648939454068
city								0.00085990210345283772
told								0.00084887771751113465
then								0.00084887771751113465
over								0.00083785333156943158
beds								0.00082682894562772851
off								0.00080478017374432248
asked								0.00079375578780261941
everything								0.00079375578780261941
morning								0.00079375578780261941
any								0.00079375578780261941
went								0.00078273140186091634
experience								0.00078273140186091634
too								0.00078273140186091634
many								0.00077170701591921327
door								0.00077170701591921327
area								0.00077170701591921327
best								0.00077170701591921327
business								0.00077170701591921327
recommend								0.00076068262997751020
water								0.00076068262997751020
take								0.00074965824403580724
large								0.00074965824403580724
while								0.00074965824403580724
walk								0.00074965824403580724
beautiful								0.00074965824403580724
them								0.00073863385809410417
she								0.00073863385809410417
restaurant								0.00073863385809410417
am								0.00072760947215240110
before								0.00072760947215240110
close								0.00071658508621069803
3								0.00071658508621069803
weekend								0.00070556070026899507
reservation								0.00070556070026899507
suite								0.00069453631432729200
being								0.00069453631432729200
right								0.00069453631432729200
found								0.00069453631432729200
arrived								0.00069453631432729200
call								0.00069453631432729200
coffee								0.00069453631432729200
another								0.00068351192838558893
its								0.00068351192838558893
say								0.00068351192838558893
street								0.00067248754244388586
wonderful								0.00067248754244388586
excellent								0.00067248754244388586
said								0.00067248754244388586
who								0.00066146315650218279
food								0.00065043877056047983
every								0.00065043877056047983
4								0.00065043877056047983
staying								0.00063941438461877676
trip								0.00062838999867707369
shower								0.00062838999867707369
find								0.00062838999867707369
phone								0.00062838999867707369
;								0.00062838999867707369
old								0.00062838999867707369
away								0.00061736561273537062
shopping								0.00061736561273537062
've								0.00060634122679366755
came								0.00060634122679366755
internet								0.00060634122679366755
way								0.00060634122679366755
work								0.00060634122679366755
where								0.00060634122679366755
parking								0.00059531684085196458
though								0.00059531684085196458
checked								0.00059531684085196458
guests								0.00058429245491026151
definitely								0.00058429245491026151
rate								0.00057326806896855844
think								0.00057326806896855844
last								0.00057326806896855844
little								0.00056224368302685537
quite								0.00056224368302685537
want								0.00055121929708515230
concierge								0.00055121929708515230
reviews								0.00055121929708515230
most								0.00055121929708515230
star								0.00055121929708515230
took								0.00054019491114344934
still								0.00054019491114344934
few								0.00054019491114344934
hilton								0.00054019491114344934
during								0.00052917052520174627
minutes								0.00052917052520174627
hard								0.00051814613926004320
&								0.00051814613926004320
going								0.00051814613926004320
around								0.00051814613926004320
left								0.00051814613926004320
mile								0.00051814613926004320
pool								0.00051814613926004320
charge								0.00050712175331834013
5								0.00050712175331834013
use								0.00050712175331834013
need								0.00050712175331834013
loved								0.00049609736737663717
bad								0.00049609736737663717
restaurants								0.00049609736737663717
see								0.00049609736737663717
nothing								0.00049609736737663717
days								0.00049609736737663717
gave								0.00048507298143493405
downtown								0.00048507298143493405
feel								0.00048507298143493405
open								0.00048507298143493405
paid								0.00048507298143493405
king								0.00048507298143493405
looking								0.00047404859549323103
times								0.00047404859549323103
several								0.00047404859549323103
through								0.00047404859549323103
into								0.00047404859549323103
river								0.00047404859549323103
walking								0.00047404859549323103
deal								0.00046302420955152796
now								0.00046302420955152796
tv								0.00046302420955152796
big								0.00046302420955152796
manager								0.00046302420955152796
quiet								0.00046302420955152796
new								0.00046302420955152796
always								0.00045199982360982495
make								0.00045199982360982495
bit								0.00045199982360982495
both								0.00045199982360982495
her								0.00045199982360982495
worth								0.00045199982360982495
top								0.00044097543766812188
guest								0.00044097543766812188
enough								0.00044097543766812188
check-in								0.00044097543766812188
know								0.00044097543766812188
extremely								0.00044097543766812188
since								0.00044097543766812188
long								0.00042995105172641886
etc								0.00042995105172641886
car								0.00042995105172641886
wife								0.00042995105172641886
finally								0.00042995105172641886
perfect								0.00042995105172641886
